text,sentiment
macht druck katar wegen menschenunwürdigen bedingungen baustellen sowas nenn ironie,Negativ
berichtet massive menschenrechtsverletzungen rund vorbereitungen,Negativ
vielleicht rumenigges uhren geblendet,Postiv/neutral
grenze sklaverei leiter schwenck besucht arbeiter via,Postiv/neutral
wmland katar beutet bauarbeiter,Negativ
spiele entziehen15 mio wanderarbeiter laut amnesty intdie zwangsarbeiter behandelt,Negativ
katarstrophale zustände,Negativ
schlicht unentschuldbardass reichsten länder welt wanderarbeiter skrupellos ausbeutet,Negativ
gastarbeitern baustellen systematisch verletzt schluss,Negativ
arbeiter leiden sterben weitergehen schaut boykott,Negativ
niemals abziehen dafür gemeinsam katar viele leichen keller nämlich 44 zahl,Postiv/neutral
weitere berichte ü ausbeutung miserable arbeitsbedingungen endlich handeln,Negativ
qatar irgendwas ändert,Postiv/neutral
sollen wm endlich geben wer kandidat,Postiv/neutral
franz zwangsarbeiter berti politischen gefangenen gesehengo figure,Negativ
baurecht qatar gefährliche system sponsoren,Negativ
wm katar vergibt fehler tatsachenentscheidung genau,Negativ
tolle sendung gerade beckenbauers gelaber ende tollen schon bitteren beigeschmack,Postiv/neutral
präsident erneut dafür ausgesprochen winter auszutragen,Negativ
dr reinhard kritisiert menschenrechtsverletzungen zusammenhang,Negativ
reform arbeiterrechte dank greifbarer nähe deutsche unternehmen müssen druck,Negativ
1 gesehen glaubt gibt,Postiv/neutral
winter rüsten wintersportler kampf via,Postiv/neutral
machtwort stärkt chaos terminfindung fußball zieht immer via,Postiv/neutral
wüstenstaat dennoch stattfinden sommer heiß winter,Negativ
wüstenstaat denooch stattfinden sommer heiß winter,Negativ
geben wolfgang niersbach recht wm katar sommer wäre fehler,Postiv/neutral
hält nochmal hand paar millionen verliert wort mehr baustellen,Postiv/neutral
samstag geprächen emir katar arabische halbinsel reisen,Postiv/neutral
ach deshalb proteste dachte ginge arbeiter verrecken problem gelöst lasst spiele beginnen,Postiv/neutral
initiative ausbeutung stoppen,Negativ
lesermeinung spende passender höhe ethikkommission sache tisch,Postiv/neutral
neuzugang fielen tot dächern,Postiv/neutral
huch aufseher hält neuvergabe möglich,Postiv/neutral
lohn gefährliche arbeitsbedingungen gastgeberland behandelt gastarbeiter schlecht,Negativ
interessant zugeht steinreichen qatar,Postiv/neutral
rummenigge deutschen sollten kritik katar übertreiben industrie wichtige aufträge,Postiv/neutral
präsident sieht sachen verbände riesige probleme zukommen,Negativ
protest ausrichtung einlegen endlich normale leute,Postiv/neutral
schindi,Postiv/neutral
sklavenwm deutsche journalisten wegen recherchen miserable arbeitsbedingungen festgenommen,Negativ
katar nehmen angst schmiergelder zurück zahlen müssen,Negativ
guter bericht schreckliche aufnahmen wm stattfinden boykottieren,Negativ
katar eigentlich schon maskottchen ja fürs sommermärchen löwen buxe,Postiv/neutral
katarskandal weitet deutsche journalisten dreh wmbaustelle verhaftet,Negativ
recherche wmbaustellen verhaftet katar,Negativ
jogi denkt bundestrainer eigentlich katar hätte heute gerne gehört ard macht mitschuldig,Postiv/neutral
gespannt wieviele fußballer katar dürfen golfstaaten planen schwulentest ausländer,Postiv/neutral
wäre schön mal fußballer funktionäre äußern wäre via ak,Postiv/neutral
anstatt ganze neue empörung produzieren fragen wieso fifaboss fördert,Postiv/neutral
sollten wm katar boykottieren frankreich england spanien etc zumindest drohen,Negativ
nachrichten kicker wurde sklave behandelt,Postiv/neutral
nationalmannschaft suche letzten kick btw tote arbeiter kratzen,Postiv/neutral
ermittler braucht zeit reisen untersuchung doppelwmvergabe dauert,Negativ
katar zwangsarbeiter superreichen,Postiv/neutral
heute 2335 uhr,Postiv/neutral
zwangsarbeiter superreichen,Postiv/neutral
apropos rechte ausländischer fußballer beschneidet,Negativ
muskelspiele ausarten korruption,Negativ
kollegin christine möllhoff gründe katar baustellen schuften,Postiv/neutral
kollege martin gehlen golfstaaten reichtum rücken migranten,Postiv/neutral
rege immernoch müssen journalisten hinblick rolex fragen geschenkt bekam,Postiv/neutral
khr ende tages tag ende zählen geschenkten uhren katar,Negativ
akt forderungen politik bezüglich verstehen politik fußball suchen,Negativ
kurzer auftritt lange version montag sport inside wdr,Negativ
stimmt fifa zögert entscheidungen hinaus,Postiv/neutral
sympathisch immer sepp blatters kleinlauter rückzug via,Postiv/neutral
gehe darum sommer winter stattfinde machthungriger ethisch asozialer menschenfeind 36,Negativ
vergabe auswirkungen beschämend genauso verhalten,Postiv/neutral
trägt wm tollen land katar,Postiv/neutral
religionsaustritt gilt kapitalverbrechen,Negativ
homosexualität katar verboten fünf jahren gefängnis bestraft,Negativ
alkoholkonsum d ffentlichkeit gestattet mehrere ausländer peitschenhieben bestraft,Negativ
fußball spiel fan uninteressierte geschäftemacher scheichs deshalb,Postiv/neutral
bevor jemandem auffällt lächerliche amp unbedeutende 2 abhanden gekommen,Postiv/neutral
gerne sepp twittern sprachlos,Postiv/neutral
zusammenfassung mehr,Postiv/neutral
verleiht sprichwort mord erschreckende bedeutung,Postiv/neutral
warum fußball stattfinden darf,Negativ
bayer deutschland,Negativ
form stammelf musiala geben wahnsinn,Postiv/neutral
wohl sagen song werbespot missbraucht,Postiv/neutral
paar spiele gucken sei drum,Postiv/neutral
bleibt skandal rettig legt katarstreit hoeneß,Negativ
19 stunden bier partyspinne riesiges fanfest katar geplant,Negativ
glaubt selber,Postiv/neutral
ja klar wäre mutig qualifizierte verbände geschlossen abgesagt hätten verband profisportler 4 jahre chance wm qualifizieren,Postiv/neutral
kritik spielfeld statement menschenrechtslage setzen trikothersteller dänen komplett schwarz schicken katar wehrt vorwürfe,Negativ
3 monate schauen 16 grad kalten wohnungen stadien 45 20 grad runtergekühlt na bravo,Negativ
no joke sagt aufstellung augen beste zeit stellen musiala statt ilkay oke,Postiv/neutral
sponsor dänischen auswahl rgernis beim austragungsland diesjährigen fußballweltmeisterschaft gesorgt,Negativ
geile aktion nationalmannschaften folgen vermutlich endlich sterreicher stolz aufs team boykottieren wm ohnehin nehmen gleich gar turnier teil,Postiv/neutral
ooooder tritt einfach,Postiv/neutral
thema dänemark ausrüster,Negativ
anstatt aktion support zeigen kramt historie fehlern meckern abgesehen davon dänemark wm trikot mehr tragkraft trikot al wakrah etc,Postiv/neutral
unmöglich absurder wm katar,Postiv/neutral
komisch aktivistinnen fifa aufgefordert wm katar canceln,Postiv/neutral
mag fußball zugucken absolute schmutz sowas reinziehn tolles kontrast kontra programm,Postiv/neutral
ankndigung lasst boykottieren gemeinsam großartigen menschen veranstalte fußballturnier twitch eröffnungstag fußball genießen könnt wm schauen bock ua,Negativ
milliardeninvestitionen temporäres turnier wüste kosten statt geld nachhaltige entwicklung investieren,Negativ
ja moment schneller entlassen recht stadionarbeiter katar,Postiv/neutral
finde gut reihen fußballs endlich mal position bezogen dänemark auflaufen voraussichtlich ausrüster hummel farbe trauer protest ausbeutung,Postiv/neutral
reagiert weltverband turnierstart november,Postiv/neutral
männerfußballwm 2022 unwürdiges turnier höchste zeit trenden lassen,Postiv/neutral
53 tage gräbern ca 15000 toten arbeitern ausgetragen bauarbeiten stadien tode gekommen spieler knöcheltief blut stehen,Negativ
magentatv stellte team michael ballack sprach dasbei chancen probleme auswahl,Postiv/neutral
katar heiß umstritten thema angeboten verlage spüren fußballwm lage sport br,Negativ
erste weltmeisterschaft seit 1986 verfolgen damals windel geschissen heute scheißt rein regenbogenbinde reicht statement boykott mehr aussagen naja schade drum,Postiv/neutral
schau eh nie 22 mädels o männekes ball herlaufen wenigstens 5 bälle gleichzeitig spiel wären,Postiv/neutral
hach kommt glatt roligan sorry danish dynamite gucken trotzdem spiel,Postiv/neutral
ende reise 15 journalisten amp via aussagekräftigem schlussakkord 50 tage vorfall topexperte kennt vorstellbar,Negativ
boykott katar irgendwie ca 6000 wanderarbeiter baues stadien gerüst gefallen umsonst son kleiner russischer faschist nen neoimperialistischen krieg begonnen gas l brauchen zb katar schwierig,Negativ
football coming home liefern jahr engagement booster überhaupt tippspiel tippspiel implementiert,Negativ
statt heuchlerischsymbolisch irgendeine trikotfarbe tragen einfach boykottieren,Negativ
heute letzte station tour arbeitern amp aktiven baustellen gebuckelt treten teil vermummt arbeiten erzählen,Postiv/neutral
tag verfluchen hilfe agenturen beworben,Postiv/neutral
dänische wmtrikots protest qatar menschenrechtsbilanz,Negativ
getroffene hoffe spielen erfolgreich trikot team setzen weitere zeichen,Postiv/neutral
exbundesligatrainer nico leistungen kritisiert hype 22jährigen sei groß babbel findet mat momentan stärker 33jährige kader berufen,Postiv/neutral
angaben mehr aktuellen verein spielersehr schade,Postiv/neutral
you go denmark schade dergleichen kette bekommen verpasst,Postiv/neutral
warum spezielle geste stolz macht,Postiv/neutral
teuerste zeiten ministaat 29 mio einwohnern 26 mio ausländer politisch sportlich weltbühne meisterlich mitspielen geld u pragenturen wohl möglich,Postiv/neutral
starkes statement ausruester natuerlich daenischen nationalmannschaft tausendfach verlorenen leben gasterarbeiterinnen katar hinzuweisen laufen komplett schwarz rot,Postiv/neutral
fanqumfrage arbeitet derzeit intensiv rückkehr fußballfans befragt schnelles megatalents glauben,Postiv/neutral
nachdem infantino fifa glaubwürdig transparenz verantwortlichkeit beschrieben gefragt fifa beschreiben würdet habt geantwortet,Postiv/neutral
hoffentlich bleibt standhaft,Postiv/neutral
andeutungen legten nahe gehe dabei alkhelafis rolle wmvergabe sowie sachverhalte psgumfeld,Negativ
sardar verurteilt riskiert teilnahme verein solidarisiert begrüßt protest patriarchale staatsgewalt ausdrücklich,Negativ
immernoch ernst fußballwm übertragen zwei sender senderliste löschen,Negativ
fußballfans katar boykotieren menschenrechte wichtiger,Negativ
thema ffentlichkeit seit wochen heiß diskutiert deshalb natürlich längst kabine sv erreicht fährt niclas katar,Postiv/neutral
nächste hinweis darauf katar wm ergaunert mittendrin blitzsaubere geschäftsmann alkhelaifi liebhaber schönen spiel,Postiv/neutral
heute abend ab 19 uhr veranstaltung zuständen baustellen amp weit gehen crack bellmer info,Negativ
kalle vollkommen recht boykottieren farce ansehen,Negativ
ganz normal zwangsläufig tracking app installiert katar mehr besorgt covid arbeits frauenrechte,Negativ
katar seh schon heulen schlusshund messi wm pokal himmel strecken,Postiv/neutral
natürlich boykottiert schande überhaupt stattfindet,Negativ
sportartikelhersteller ausstatter dänischen nationalteams hummel katar zeichen menschenrechtsverletzungen setzen,Negativ
fanqumfrage fünf länderspielen verursachte drei elfmeter fußballfans befragt verteidiger platz deutschen startformation dennoch sicher,Postiv/neutral
sicht unserer redaktion timo deutschen wmkader verloren gründe,Postiv/neutral
bald startet fifa immer häufiger sehe leute posten verstehen hype wm gibt möchte trotzdem aufrufen informiert gut rund thema weltmeisterschaft insbesondere katar berdenkt wert,Postiv/neutral
bald startet extrem umstrittene fußball drei ehemalige arbeiter berichten erfahrungen wmgastgeberland,Negativ
pflästerlipolitik verbände wm protestieren bringt null mutig wichtig wäre qualifizierter verband gesagt hätte kommen warum deutschland warum schweiz,Postiv/neutral
sehen anschauen dabei liebe fußball,Postiv/neutral
topfavorit wm spezielle geste erinnert steht meinung fest,Postiv/neutral
dänemark setzt zeichen katarwm,Negativ
passenden finden schaut vorbei,Postiv/neutral
bierhoff dfbteam lässt emquali,Postiv/neutral
wandelnder trauerflor setzt trikot zeichen,Postiv/neutral
wächst fan mehreren orten plakate aufgehängt fußballwm richten boycott qatar steht etwa direkt wildparkstadion,Negativ
wmtrikots protest ausrüster dänischen nationalmannschaft setzt zeichen,Postiv/neutral
fussball extrem fan beleuchtung fanbus party usw wm sparen ganze doppelmoral korruption spa fußball schauen genommen,Negativ
talksendung thema wm katar schauen kritisch drauf gemeinsam,Postiv/neutral
dänemarks trikotausrüster setzt deutliches statement,Postiv/neutral
wm kruse gefahr,Postiv/neutral
trotz immenser investitionen dreimonatiger abschottung trainingslager katar schwächste gastgeber wmgeschichte,Negativ
glaubt halbfinaleinzug bestenfalls entwickelt geist,Postiv/neutral
hany mukhtar deutschland,Postiv/neutral
wusste gar wolff fuss groß klasse p 200 meter,Postiv/neutral
jerome 80 millionen bundestrainer sagst 80 millionen,Postiv/neutral
weniger 2 monate gehts los wer zählt favoriten,Postiv/neutral
15000 tote arbeiter dafür 32 fußballmannschaften kicken 352 spieler macht fast 43 tote pro spieler winterhitze menschenverachtenden staates jubeln darf,Negativ
immer unfassbar wm 1 katar fußballmetropole 2 november beginnt skandal geld regiert welt schade europäer mitmachen europa wm,Postiv/neutral
fußballweltmeister 1958 1962 1970 1994 2002 brasilien wäre mal dran titelgewinn,Postiv/neutral
aktuell argentinien favorit wm aktuell bester form gespannt,Postiv/neutral
berraschung miniland ausrichtung großevents logistisch überfordert,Negativ
loblied uli exmanager willi zumindest teil seite boss gestellt,Negativ
fanqumfrage geht elf beispiel nehmen fußballfans befragt finden gutes vorbild wären,Postiv/neutral
überträgt via 64 spiele live sogar exklusiv,Postiv/neutral
neben klassischen bertragung gibt ausgewählte spiele live beiden host amp 3 wmsender gäste empfangen spiel schauen amp live darüber sprechen,Postiv/neutral
ernstgemeinte frage fußballfans schaut katar gerne rt reichweite danke,Postiv/neutral
magentatv stellt wmteam gibt berraschungen neben michael ballack fredi bobic,Postiv/neutral
markus höhner macht kommentator interessiert,Postiv/neutral
sieht neue magentatv wmstudio katar 2022,Postiv/neutral
fanqumfrage englische presse voll lobe shootingstar fußballfans befragt hoffnungsträger hohen erwartungsdruck standhalten,Postiv/neutral
hebt dabei mischung kämpfern dazwischenhauen spielern feine klinge spielen hervor,Postiv/neutral
debatte bekommt unterstützung erzfeind,Negativ
katar ard zdf magentatv übertragen expertenteam magenta gehört ehemaliger trainer,Negativ
zeiten fehlt gewisse unbeschwertheit vorfreude wm glück 14 brasil gerockt dagegen wüste echter headliner,Postiv/neutral
stress pur countdown start fußballwm,Negativ
ja meisten zurecht mitbekommen niemand mehr interessiert,Postiv/neutral
21 november 18 dezember findet männer statt spiel schauen,Postiv/neutral
schickt einfach wenigstens kicken,Postiv/neutral
großteil mannschaft mehr identifizieren schwiegermutter fragte sohn spieler trikot wünscht antwort gar trikot franz wagner trägt dagegen seit em stolz,Postiv/neutral
wilde spiel havertz bewahrt wackeliges kollaps dfb mannschaft vielleicht verdeckte weise erklären boykottieren,Negativ
ach gottchen sieht ja schlimm ja schlechtes gewissen boykottieren,Negativ
leistung heute beruhigt nationalmannschaft auftritt ganze menge prämien sparen mannschaft gürtel wohl schnallen,Postiv/neutral
fliegt innerhalb weniger wochen wunder passiert vorrunde raus gruppenletzter,Postiv/neutral
hoffentlich schnell vorbei,Postiv/neutral
zwei monate kaum glauben stattfinden dafür extra unterbrochen schrecklich bestimmt ziemlich leere stadien ort,Postiv/neutral
